Identities,,,,,,,,,,,,
TCP,EEBO,VID,STC,Status,Author,Date Assigned,Title,Terms,Pages,,,
A11936,99852374,17690,STC 22249; ESTC S117159,Free,"Serres, Olivier de, 1539-1619.; Geffe, Nicholas.",1607,"The perfect vse of silk-vvormes, and their benefit With the exact planting, and artificiall handling of mulberrie trees whereby to nourish them, and the figures to know how to feede the wormes, and to winde off the silke. And the fit maner to prepare the barke of the white mulberrie to make fine linnen and other workes thereof. Done out of the French originall of D'Oliuier de Serres Lord of Pradel into English, by Nicholas Geffe Esquier. With an annexed discourse of his owne, of the meanes and sufficiencie of England for to haue abundance of fine silke by feeding of silke-wormes within the same; as by apparent proofes by him made and continued appeareth. For the generall vse and vniuersall benefit of all those his countrey men which embrace them. Neuer the like yet here discouered by any.; Theatre d'agriculture et mesnage des champs. Part 5. Chapter 15. English",Sericulture -- Early works to 1800.,108,,,
A11947,99846394,11357,STC 22265; ESTC S110946,Free,"Settle, Dionyse.",1577,"A true reporte of the laste voyage into the west and northwest regions, &c. 1577. worthily atchieued by Capteine Frobisher of the sayde voyage the first finder and generall With a description of the people there inhabiting, and other circumstances notable. Written by Dionyse Settle, one of the companie in the sayde voyage, and seruant to the Right Honourable the Earle of Cumberland.","Frobisher, Martin, -- Sir, ca. 1535-1594.; Scientific expeditions -- Canada -- Early works to 1800.; Northwest Passage -- Early works to 1800.",48,,,
A11952,29355603,27934,STC 22272.5; ESTC S2877,Free,"Shakespeare, Thomas, fl. 1598.",1598,"Katherine and Elizabeth Shakespeare, daughters of Thomas and Elizabeth Shakespeare, were baptized the seventh day of December, 1598","Shakespeare, Katherine, b. 1598?; Shakespeare, Elizabeth, b. 1598?; Baptismal certificates -- England.",1,,,
A11954,99846615,11596,STC 22273; ESTC S111228,Free,"Shakespeare, William, 1564-1616.; Heminge, John, ca. 1556-1630.; Condell, Henry, d. 1627.",1623,"Mr. VVilliam Shakespeares comedies, histories, & tragedies Published according to the true originall copies.; Plays",,916,,,
A11959,99846524,11497,STC 22275; ESTC S111109,Free,"Shakespeare, William, 1564-1616.",1603,"The tragicall historie of Hamlet Prince of Denmarke by William Shake-speare. As it hath beene diuerse times acted by his Highnesse seruants in the cittie of London: as also in the two vniuersities of Cambridge and Oxford, and else-where; Hamlet",,66,,,
A11966,99846542,11518,STC 22280; ESTC S111128,Free,"Shakespeare, William, 1564-1616.",1598,"The history of Henrie the Fourth vvith the battell at Shrewsburie, betweene the King and Lord Henry Percy, surnamed Henrie Hotspur of the north. With the humorous conceits of Sir Iohn Falstalffe [sic].; King Henry IV. Part 1","Henry -- IV, -- King of England, 1367-1413 -- Drama -- Early works to 1800.",82,,,
A11974,99846528,11503,STC 22288; ESTC S111114,Free,"Shakespeare, William, 1564-1616.",1600,"The second part of Henrie the fourth continuing to his death, and coronation of Henrie the fift. VVith the humours of sir Iohn Falstaffe, and swaggering Pistoll. As it hath been sundrie times publikely acted by the right honourable, the Lord Chamberlaine his seruants. Written by William Shakespeare.; King Henry IV. Part 2","Henry -- IV, -- King of England, 1367-1413 -- Drama -- Early works to 1800.",84,,,
A11975,99846521,11494,STC 22289; ESTC S111105,Free,"Shakespeare, William, 1564-1616.",1600,The cronicle history of Henry the fift with his battell fought at Agin Court in France. Togither with Auntient Pistoll. As it hath bene sundry times playd by the Right honorable the Lord Chamberlaine his seruants.; Henry V,"Henry -- V, -- King of England, 1387-1422 -- Drama -- Early works to 1800.",53,,,
A11978,99846503,11476,STC 22292; ESTC S111085,Free,"Shakespeare, William, 1564-1616.",1608,"M. William Shak-speare: his true chronicle historie of the life and death of King Lear and his three daughters With the vnfortunate life of Edgar, sonne and heire to the Earle of Gloster, and his sullen and assumed humor of Tom of Bedlam: as it was played before the Kings Maiestie at Whitehall vpon S. Stephans night in Christmas hollidayes. By his Maiesties seruants playing vsually at the Gloabe on the Bancke-side.; King Lear",,82,,,
A11981,99846594,11574,STC 22297; ESTC S111195,Free,"Shakespeare, William, 1564-1616.",1619,"The excellent history of the merchant of Venice VVith the extreme cruelty of Shylocke the Iew towards the saide merchant, in cutting a iust pound of his flesh. And the obtaining of Portia, by the choyse of three caskets. VVritten by VV. Shakespeare.; Merchant of Venice",,80,,,
A11983,99846602,11582,STC 22299; ESTC S111204,Free,"Shakespeare, William, 1564-1616.",1602,"A most pleasaunt and excellent conceited comedie, of Syr Iohn Falstaffe, and the merrie wiues of Windsor Entermixed with sundrie variable and pleasing humors, of Syr Hugh the Welch knight, Iustice Shallow, and his wise cousin M. Slender. With the swaggering vaine of Auncient Pistoll, and Corporall Nym. By William Shakespeare. As it hath bene diuers times acted by the right Honorable my Lord Camberlaines seruants. Both before her Maiestie, and else-where.; Merry wives of Windsor",,56,,,
A11988,99846605,11585,STC 22301; ESTC S111208,Free,"Shakespeare, William, 1564-1616.",1630,"The merry vviues of Windsor With the humours of Sir Iohn Falstaffe, as also the swaggering vaine of ancient Pistoll, and Corporall Nym. Written by William Shake-speare. Newly corrected.",,80,,,
A11989,99846577,11556,STC 22302; ESTC S111178,Free,"Shakespeare, William, 1564-1616.",1600,"A midsommer nights dreame As it hath beene sundry times publickely acted, by the Right honourable, the Lord Chamberlaine his seruants. Written by William Shakespeare.",,64,,,
A11991,99846587,11567,STC 22304; ESTC S111188,Free,"Shakespeare, William, 1564-1616.",1600,"Much adoe about nothing As it hath been sundrie times publikely acted by the right honourable, the Lord Chamberlaine his seruants. Written by William Shakespeare.",,74,,,
A11992,99846585,11565,STC 22305; ESTC S111186,Free,"Shakespeare, William, 1564-1616.",1622,"The tragœdy of Othello, the Moore of Venice As it hath beene diuerse times acted at the Globe, and at the Black-Friers, by his Maiesties Seruants. Written by VVilliam Shakespeare.; Othello",,96,,,
A11994,99846548,11524,STC 22307; ESTC S111135,Free,"Shakespeare, William, 1564-1616.",1597,The tragedie of King Richard the second As it hath beene publikely acted by the right Honourable the Lorde Chamberlaine his Seruants.; King Richard II,"Richard -- II, -- King of England, 1367-1400 -- Drama -- Early works to 1800.",75,,,
A12001,99846510,11483,STC 22314; ESTC S111093,Free,"Shakespeare, William, 1564-1616.",1597,"The tragedy of King Richard the third Containing, his treacherous plots against his brother Clarence: the pittiefull murther of his iunocent [sic] nephewes: his tyrannicall vsurpation: with the whole course of his detested life, and most deserued death. As it hath beene lately acted by the Right honourable the Lord Chamberlaine his seruants.; King Richard III","Richard -- III, -- King of England, 1452-1485 -- Drama -- Early works to 1800.",95,,,
A12010,99846575,11554,STC 22322; ESTC S111176,Free,"Shakespeare, William, 1564-1616.",1597,"An excellent conceited tragedie of Romeo and Iuliet As it hath been often (with great applause) plaid publiquely, by the right Honourable the L. of Hunsdon his Seruants.; Romeo and Juliet",,77,,,
A12017,99841729,6330,STC 22328; ESTC S106004,Free,"Shakespeare, William, 1564-1616.",1594,"The most lamentable Romaine tragedie of Titus Andronicus As it was plaide by the right honourable the Earle of Darbie, Earl of Pembrooke, and Earl of Sussex their seruants.; Titus Andronicus",,80,,,
A12021,99846572,11551,STC 22331; ESTC S111172,Free,"Shakespeare, William, 1564-1616.",1609,The historie of Troylus and Cresseida As it was acted by the Kings Maiesties seruants at the Globe. Written by William Shakespeare.; Troilus and Cressida,,92,,,
A12023,99842020,6643,STC 22333; ESTC S106302,Free,"Shakespeare, William, 1564-1616, attributed name.",1605,"The London prodigall As it was plaide by the Kings Maiesties seruants. By VVilliam Shakespeare,; London prodigal.",,58,,,
A12024,99846589,11569,STC 22334; ESTC S111190,Free,"Shakespeare, William, 1564-1616.",1609,"The late, and much admired play, called Pericles, Prince of Tyre With the true relation of the whole historie, aduentures, and fortunes of the said prince: as also, the no lesse strange, and worthy accidents, in the birth and life, of his daughter Mariana. As it hath been diuers and sundry times acted by his Maiesties Seruants, at the Globe on the Banck-side. By William Shakespeare.; Pericles",,72,,,
A12030,99842052,6675,STC 22340; ESTC S106334,Free,"Shakespeare, William, 1564-1616.",1608,A Yorkshire tragedy Not so new as lamentable and true. Acted by his Maiesties Players at the Globe. VVritten by VV. Shakspeare.,,32,,,
A12032,99842081,6705,STC 22342; ESTC S106363,Free,"Shakespeare, William, 1564-1616.",1599,The passionate pilgrime. By W. Shakespeare,,62,,,
A12034,99842095,6720,STC 22344; ESTC S106377,Free,"Shakespeare, William, 1564-1616.; Marshall, William, fl. 1617-1650, engraver.",1640,Poems: vvritten by Wil. Shake-speare. Gent,,193,,,
A12035,99842059,6683,STC 22345; ESTC S106341,Free,"Shakespeare, William, 1564-1616.",1594,Lucrece; Rape of Lucrece,,93,,,
A12040,99842068,6692,STC 22350; ESTC S106350,Free,"Shakespeare, William, 1564-1616.",1616,The rape of Lucrece. By Mr. William Shakespeare,,64,,,
A12043,99842070,6694,STC 22353; ESTC S106352,Free,"Shakespeare, William, 1564-1616.",1609,Shake-speares sonnets Neuer before imprinted.; Sonnets,,82,,,
A12044,99856992,22650,STC 22353A; ESTC S121830,Free,"Shakespeare, William, 1564-1616.",1609,Shake-speares sonnets Neuer before imprinted.; Sonnets,,84,,,
A12045,99838197,2563,STC 22354; ESTC S102412,Free,"Shakespeare, William, 1564-1616.",1593,Venus and Adonis,,54,,,
A12062,99852422,17745,STC 22370; ESTC S117207,Free,"Sharpe, James, 1577?-1630.",1630,"The triall of the protestant priuate spirit VVherein their doctrine, making the sayd spirit the sole ground & meanes of their beliefe, is confuted. By authority of Holy Scripture. Testimonies of auncient fathers. Euidence of reason, drawne from the grounds of faith. Absurdity of consequences following vpon it, against all faith, religion, and reason. The second part, which is doctrinall. Written by I.S. of the Society of Iesus.",Protestantism -- Controversial literature -- Early works to 1800.; Authority -- Religious aspects -- Early works to 1800.,416,,,
A12070,99857012,22671,STC 22378; ESTC S121850,Free,"Sharpe, Robert, clerke.",1575,"The confession and declaration of Robert sharpe clerke, and other of that secte, tearmed the Familie of Loue, at Pawles Crosse in London the. xij. of Iune: an. 1575",Familists -- England -- Early works to 1800.,1,,,
A12071,29355898,27935,STC 22379.5; ESTC S2878,Free,"Sharpeigh, Robert, Sir.; Haitley, Alexander.",1624,"Reasons most humbly offered to the honourable House of Commons in Parliament, by Sr Robert Sharpeigh, Knight, and Alexander Haitley, Esquire patentees for survey of sea-coales at Newcastle, &c. by nomination of the late Duke of Richmond and Lennox, proving the grant and patent thereof to be necessary and profitable to the common-wealth, the fee to be but competent and proportionable to the charge, and no imposition but a meere wages, or quid pro quo, voluntarily, offered to be payd for the service.","Richmond, Ludovic Stuart, -- Duke of, 1574-1624.; Coal mines and mining -- Law and legislation -- England.",3,,,
A12072,99841871,6486,STC 22379; ESTC S106147,Free,"Sharpe, Roger.",1610,More fooles yet. Written by R.S.,"Epigrams, English -- Early works to 1800.",38,,,
A12074,99852431,17754,STC 22380; ESTC S117216,Free,"Sharpham, Edward, 1576-1608.; Boccaccio, Giovanni, 1313-1375. Decamerone. Day 7. Novel 6.",1607,Cupids vvhirligig As it hath bene sundry times acted by the Children of the Kings Majesties Reuels.,,86,,,
A12078,99852464,17788,STC 22384; ESTC S117249,Free,"Sharpham, Edward, 1576-1608.; Marston, John, 1575?-1634. Parasitaster.",1607,"The fleire· As it hath beene often played in the Blacke-Fryers by the Children of the Reuells. Written by Edward Sharpham of the Middle Temple, Gentleman.",,62,,,
A12085,23109369,26256,STC 22391.4; ESTC S975,Free,"Shaw, John, writer on agriculture.",1638,"Certaine helpes and remedies vnder God to prevent dearth and scarcitie also to kill and destroy heath, brakes, mosse or any other shrubs vvhatsoever, and to improove the sayd ground : with divers other points of husbandrie never yet practised by any.",Agriculture -- Early works to 1800.,1,,,
A12087,99898706,14489,STC 22391.8; ESTC S114120,Free,"Sheafe, Thomas, ca. 1559-1639.; Gouge, William, 1578-1653.",1639,"Vindiciæ senectutis, or, A plea for old-age which is senis cujusdam Cygnea cantio. And the severall points on parts of it, are laid downe at the end of the follovving introduction. By T.S. D.D.",Old age -- Early works to 1800.,246,,,
A12099,99852417,17738,STC 22400; ESTC S117202,Free,"Shelford, Robert, 1562 or 3-1627.",1635,"Five pious and learned discourses 1. A sermon shewing how we ought to behave our selves in Gods house. 2. A sermon preferring holy charity before faith, hope, and knowledge. 3. A treatise shewing that Gods law, now qualified by the Gospel of Christ, is possible, and ought to be fulfilled of us in this life. 4. A treatise of the divine attributes. 5. A treatise shewing the Antichrist not to be yet come. By Robert Shelford of Ringsfield in Suffolk priest.","Sermons, English -- 17th century.",340,,,
A12100,99850005,15187,STC 22401; ESTC S114782,Free,"Shelford, Robert, 1562 or 3-1627.",1602,Lectures or readings vpon the 6. verse of the 22. chapter of the Prouerbs concerning the vertuous education of youth: a treatise very necessary for all parents in this corrupt and declining age of the world.,"Bible. -- O.T. -- Proverbs XXII, 6 -- Early works to 1800.",141,,,
